generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
310,0,2.25,0.015532016186622232,9.830497222691172
310,1,1.5,0.060699833373006426,9.283818165313429
310,2,3.5,0.034991668650321356,10.148402405949298
310,3,2.75,0.018388478933587242,7.593118804380372
310,4,2.75,0.009640561771006903,7.447663524420211
310,5,0.75,0.01713877648179005,8.774756903631776
310,6,2.25,0.026243751487741017,6.735959895902221
310,7,2.75,0.039454891692454176,7.119810013083213
310,8,1.25,0.02017376815044037,8.98800472251342
310,9,2.75,0.04844084741728159,7.93711534198715
310,10,2.25,0.04201380623661033,8.998724998694762
310,11,4.0,0.03005236848369436,9.23625602960849
310,12,2.75,0.027612473220661744,7.6077380871484035
310,13,2.75,0.01475839085931921,8.134077231734246
310,14,2.0,0.01773387288740776,6.737800126315809
310,15,1.75,0.04094263270649845,7.21934676882597
