generationNo,genotypeID,timeAlive,alive,groupingScore
207,0,35.89062499999851,0.4375,0.30661556407265456
207,1,35.00468749999866,0.5,0.38176970504915847
207,2,35.61145833333191,0.5,0.37086527245459094
207,3,42.23489583333158,0.625,0.47852441259790035
207,4,34.85312499999867,0.4375,0.37528120313281127
207,5,30.253124999998853,0.25,0.28998291951341437
207,6,34.308854166665284,0.4375,0.3569925845692385
207,7,34.41354166666532,0.375,0.4007352941176471
207,8,33.202604166665424,0.3125,0.402214214297617
207,9,33.59427083333203,0.3125,0.3785619063489418
207,10,36.25989583333188,0.4375,0.41680553241126483
207,11,34.12291666666533,0.4375,0.37094859190134977
207,12,31.119791666665538,0.1875,0.3395163306115648
207,13,29.348437499998905,0.375,0.3765309948341943
207,14,31.325520833332043,0.375,0.3464318446925512
207,15,41.15156249999826,0.625,0.37920763206132313
