generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
34,0,2.0,0.005924828735419367,0.5926463468977311,20.949999999999452,0.0
34,1,1.0,0.005924828735419367,0.7168768701664144,28.37499999999903,0.0
34,2,5.0,0.0,1.1331855546068514,39.424999999998406,0.0
34,3,1.0,0.0,0.7522876592526456,24.924999999999226,0.0
34,4,2.0,0.027587483799296427,1.1098136044755906,40.39166666666502,0.0
34,5,1.0,0.10942418070727643,0.5861391982553712,26.724999999999124,0.0
34,6,3.0,0.12960562858729865,0.9540392327774367,29.499999999998966,0.0
34,7,2.0,0.09405665617478244,0.7405616356126469,31.341666666665528,0.0
34,8,3.0,0.007961488613219775,0.5743656999862121,26.09999999999916,0.0
34,9,0.0,0.007961488613219775,0.35743256744119417,19.858333333332848,0.0
34,10,0.0,0.0,0.6348181160936266,18.683333333332914,0.0
34,11,0.0,0.0,0.6346504338260845,17.666666666666305,0.0
34,12,3.0,0.026846880207369007,0.7047917020555956,25.999999999999165,0.0
34,13,2.0,0.0,0.6088368241361194,24.649999999999242,0.0
34,14,4.0,0.10479540825773005,0.8298745776018464,33.37499999999875,0.0
34,15,5.0,0.10535086095167562,0.8022869930258947,29.783333333332283,0.0
34,16,1.0,0.0,0.5724112878725487,23.18333333333266,0.0
34,17,1.0,0.0,1.009555180994885,30.433333333332246,0.0
34,18,1.0,0.0,0.4967842381795873,23.058333333332666,0.0
34,19,0.0,0.0,0.47510909039297494,19.874999999999513,0.0
34,20,4.0,0.013701166450657287,0.7882078568544394,26.441666666665807,0.0
34,21,3.0,0.0,0.8638903136204579,27.40833333333242,0.0
34,22,6.0,0.013701166450657287,0.8431545866419157,31.366666666665527,0.0
34,23,0.0,0.0,0.665179876274388,19.933333333332843,0.0
34,24,6.0,0.0,0.7345556610823781,33.29166666666542,0.0
34,25,3.0,0.02351416404369561,0.8255763521234849,29.058333333332325,0.0
34,26,0.0,0.014441770042584706,0.6496040500911534,19.916666666666178,0.0
34,27,2.0,0.009072394001110906,0.879296659848035,32.95833333333211,0.0
34,28,8.0,0.06924643584521385,0.6992991380234864,34.24166666666537,0.0
34,29,1.0,0.06332160710979448,0.6384053819724375,27.158333333332433,0.0
34,30,1.0,0.0855397148676171,0.4624029636366503,21.483333333332755,0.0
34,31,1.0,0.0,0.7470588177081127,27.199999999999097,0.0
