generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
219,0,3.5,0.02287118813531078,8.938947977566148
219,1,2.75,0.012247958673554408,8.441939011953648
219,2,1.5,0.03857690384935844,9.66771787158441
219,3,1.25,0.01608065322446259,10.535001074336872
219,4,1.5,0.04099316780536577,8.133242916302757
219,5,1.25,0.02570404932511248,7.009486182771749
219,6,2.75,0.029745042492917845,8.535302202616597
219,7,2.5,0.013539410098316947,8.802926539511873
219,8,2.25,0.01687218796867189,9.700141051344335
219,9,3.0,0.0198300283286119,8.796962525005878
219,10,2.0,0.016913847692051325,9.42960672667649
219,11,3.25,0.024620896517247127,7.93496181631864
219,12,2.0,0.003416097317113814,9.056618903111
219,13,2.0,0.011998000333277787,8.719674673455991
219,14,2.0,0.011998000333277787,7.6233614709869535
219,15,3.25,0.003416097317113814,8.202472062797284
