generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
245,0,3.0,0.051795963710424,7.819906306937765
245,1,3.5,0.04013145713756712,7.407525900590642
245,2,1.75,0.05952601370116645,7.6837199115848085
245,3,2.5,0.06336789483428995,7.738732711504266
245,4,1.0,0.015321236807998519,10.222394140819016
245,5,1.5,0.012543973338270691,10.024766324353182
245,6,1.25,0.008979818552119977,10.762061356213872
245,7,2.75,0.015552675430475837,9.071401421604907
245,8,1.25,0.03323458618774301,8.300792944671887
245,9,1.5,0.017450472134789854,8.489552832563273
245,10,3.5,0.03254027032031105,8.875131659791869
245,11,1.75,0.016617293093871506,10.003314034363237
245,12,2.75,0.040640622107017216,9.08383427835674
245,13,1.0,0.037169042769857434,10.865096791073682
245,14,4.5,0.030225884095537864,8.61374846841451
245,15,1.25,0.06341418255878542,11.516120417685372
