generationNo,genotypeID,timeAlive,alive,groupingScore
344,0,24.56406249999925,0.375,0.3316323494406094
344,1,20.327604166666106,0.25,0.21554391811473456
344,2,17.544791666666157,0.3125,0.17757676743632467
344,3,23.119791666665954,0.375,0.3275708164722685
344,4,26.230729166665775,0.5,0.3024279933349202
344,5,14.04791666666637,0.25,0.14069566769816713
344,6,18.240104166666192,0.25,0.32405974767912404
344,7,23.795312499999252,0.25,0.282358367055463
344,8,25.07656249999919,0.4375,0.21936741252082836
344,9,26.19895833333246,0.5625,0.19703641990002382
344,10,24.639062499999206,0.375,0.33370030945013096
344,11,25.51093749999916,0.5,0.1942840990240419
344,12,19.92864583333276,0.1875,0.2212865984289455
344,13,22.646874999999337,0.3125,0.30510592716019996
344,14,22.98124999999928,0.3125,0.23475065460604616
344,15,23.874479166665886,0.4375,0.33325398714591764
