generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
344,0,2.5,0.0753392049512021,5.978313119256889
344,1,2.75,0.07069745298738396,5.708721772887982
344,2,3.25,0.013806236610330874,8.087427571518766
344,3,2.25,0.028445608188526542,6.109534718266515
344,4,2.25,0.022137586288978814,7.667983350071545
344,5,2.75,0.01934063318257558,5.536831122662334
344,6,3.25,0.03885979528683647,5.9916631350720735
344,7,2.0,0.01844798857414901,7.272247839326221
344,8,2.25,0.013270649845274936,6.068845862561296
344,9,2.5,0.019757200666507973,7.604433404616488
344,10,1.75,0.01237800523684837,6.580459408566686
344,11,4.25,0.022078076648417044,7.218434580280522
344,12,2.75,0.025470126160437992,5.652324679574777
344,13,2.25,0.023506308021899548,6.7050543994498915
344,14,2.25,0.013151630564151391,5.332991273495107
344,15,2.25,0.024934539395382052,7.071220891150697
