generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
258,0,1.5,0.018468802073690057,8.443876279635608
258,1,4.0,0.014441770042584704,8.558007974971492
258,2,1.0,0.015598963154971304,9.133005593255524
258,3,2.5,0.012358822440288835,8.658757405763556
258,4,1.75,0.058183669690798,8.571240104656267
258,5,1.5,0.010738752082947603,9.530299081970774
258,6,3.0,0.06808924273282725,7.329923505360463
258,7,1.75,0.024995371227550453,7.63895550224819
258,8,2.75,0.015367524532493982,7.676152618586398
258,9,2.0,0.0340214775041659,7.34893177806713
258,10,3.0,0.031521940381410846,9.311117589308186
258,11,2.5,0.04249213108683578,8.685114153303376
258,12,2.25,0.0075448990927605986,9.564803348966958
258,13,1.5,0.04165895204591742,7.491110702412721
258,14,3.0,0.035224958341047954,7.74982564074312
258,15,3.0,0.019996296982040362,8.288198955169465
