generationNo,genotypeID,timeAlive,alive,groupingScore
230,0,27.14895833333238,0.25,0.3560031661389769
230,1,37.97187499999849,0.5,0.43659390101649725
230,2,27.609895833332374,0.1875,0.3455153307782036
230,3,29.827083333332283,0.25,0.3377874520913181
230,4,41.08333333333161,0.4375,0.402953674387602
230,5,32.8453124999987,0.375,0.3844880019996667
230,6,35.32447916666523,0.4375,0.3465464089318447
230,7,34.067708333332035,0.4375,0.39675679053491086
230,8,33.91562499999872,0.375,0.40496375604065993
230,9,34.46927083333197,0.375,0.2927324612564573
230,10,36.19114583333191,0.5625,0.3288097817030495
230,11,35.789062499998614,0.4375,0.44114522579570065
230,12,35.888020833331936,0.4375,0.35340984835860695
230,13,38.11093749999848,0.375,0.43335485752374603
230,14,40.55364583333167,0.4375,0.3861648058656891
230,15,35.00208333333195,0.4375,0.28851441426428925
