generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
230,0,1.25,0.020621563072821196,10.41633863865316
230,1,2.25,0.03378603566072321,10.052121705159736
230,2,2.0,0.03632727878686885,8.317408282646854
230,3,3.0,0.027328778536910514,9.63528634228993
230,4,4.5,0.03416097317113814,11.306197167922807
230,5,2.5,0.012122979503416096,11.266149530128587
230,6,3.25,0.039535077487085485,8.349543643514725
230,7,2.5,0.0339943342776204,10.730721910650969
230,8,2.25,0.018413597733711047,9.258836434336825
230,9,1.25,0.010623229461756374,9.360369167932667
230,10,3.0,0.008123646058990169,7.627413964701372
230,11,1.25,0.006582236293951008,10.787910428586612
230,12,1.0,0.009623396100649892,9.26120506402945
230,13,3.25,0.028245292451258126,7.26230814168253
230,14,2.75,0.020788201966338946,8.289566329277033
230,15,2.75,0.029161806365605735,8.83441133133805
