generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
132,0,0.0,0.0,6.234182768288033,15.422916666666433,0.0
132,1,0.0,0.0,7.037136849603049,15.66666666666642,0.0
132,2,0.25,0.0,6.694999790434355,15.220833333333111,0.0
132,3,0.0,0.0,6.917998333423812,14.706249999999807,0.0
132,4,0.5,0.0,7.01875893646959,17.69374999999964,0.0
132,5,0.25,0.0,6.7539965863512315,16.87916666666635,0.0
132,6,0.0,0.0,6.931433693088994,15.135416666666448,0.0
132,7,0.0,0.0,6.887774299052083,14.66249999999981,0.0
132,8,0.0,0.01277541196074801,6.906824435741033,14.341666666666494,0.0
132,9,0.25,0.004721347898537308,6.615958551424441,16.81874999999969,0.0
132,10,0.25,0.004906498796519163,6.555343709857068,16.274999999999718,0.0
132,11,0.25,0.003147565265691539,7.250665039481111,14.341666666666494,0.0
132,12,0.5,0.0,7.557678720697654,18.749999999999577,0.0
132,13,0.75,0.0,7.481392188026945,15.410416666666432,0.0
132,14,0.5,0.0,6.856357868788925,15.662499999999753,0.0
132,15,0.0,0.0,7.17987811014001,14.781249999999801,0.0
