generationNo,genotypeID,timeAlive,alive,groupingScore
211,0,22.99635416666584,0.125,0.2904932511248125
211,1,35.942708333331865,0.5,0.3335485752374604
211,2,25.579166666665714,0.3125,0.3223733544409265
211,3,43.5755208333315,0.625,0.536983419430095
211,4,35.809374999998575,0.375,0.3607211298116981
211,5,33.759895833332024,0.375,0.37521871354774206
211,6,35.193229166665255,0.5625,0.39273662722879527
211,7,39.92031249999835,0.5625,0.44765455757373773
211,8,41.452604166664955,0.5625,0.5585944009331779
211,9,39.81979166666505,0.625,0.4369063489418431
211,10,41.1312499999983,0.625,0.426699716713881
211,11,34.626041666665266,0.5,0.33430886518913516
211,12,39.34010416666503,0.4375,0.37746833861023166
211,13,32.28697916666546,0.3125,0.38440468255290783
211,14,33.38333333333203,0.4375,0.3643142809531744
211,15,36.078124999998515,0.5625,0.4074945842359607
