generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
329,0,3.25,0.015055939062128066,7.8114845320366015
329,1,1.25,0.03481313972863604,7.549703592776373
329,2,2.25,0.055403475363008804,7.688141670861051
329,3,1.0,0.07646988812187575,7.467775416639171
329,4,2.0,0.04951202094739347,6.626809213758295
329,5,2.25,0.036657938586050945,5.5874985192974
329,6,3.25,0.04594144251368722,5.884668849162106
329,7,1.5,0.0320161866222328,6.631661323891228
329,8,0.5,0.04522732682694596,6.957052663227571
329,9,1.5,0.0580814091882885,6.676046976469807
329,10,1.75,0.06641275886693646,6.93338348915487
329,11,3.25,0.018567007855272554,7.109484220976647
329,12,1.5,0.015472506546060463,5.39681310320512
329,13,2.5,0.0242204237086408,6.783717965429183
329,14,2.25,0.03445608188526541,6.05407534448363
329,15,2.0,0.01690073791954297,6.899992382221706
