generationNo,genotypeID,timeAlive,alive,groupingScore
283,0,21.041145833332692,0.25,0.24365858174412147
283,1,31.282291666665515,0.25,0.39202231068320686
283,2,30.351562499998916,0.3125,0.34964589890760966
283,3,22.207291666665974,0.25,0.3094681540455471
283,4,24.65260416666583,0.25,0.3250671172005184
283,5,24.748437499999206,0.25,0.25950055545269396
283,6,30.91927083333222,0.5,0.42522218107757825
283,7,18.75624999999949,0.125,0.249224680614701
283,8,23.616666666665896,0.0625,0.3434086280318459
283,9,30.77447916666556,0.375,0.3436284947231994
283,10,30.417187499998875,0.375,0.3092714312164414
283,11,32.74114583333211,0.375,0.3363613219774116
283,12,33.383854166665415,0.4375,0.31982503240140714
283,13,31.851041666665463,0.5,0.33854841695982224
283,14,21.7723958333327,0.1875,0.27801564525087946
283,15,29.035937499998933,0.4375,0.30502453249398265
