generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
36,0,2.25,19.5958333333328,0.19794945380485093,0.5005867895807321,21.210937499999083
36,1,0.875,20.555208333332807,0.21232179226069248,0.6384814633441052,0.0
36,2,1.75,22.914583333332672,0.2933484539900019,0.6276382777267069,6.413020833332696
36,3,0.375,20.737499999999464,0.1329152008887243,0.7258637116037667,0.0
36,4,0.0,17.63645833333296,0.13953434549157565,0.5211044368703989,8.208333333332845
36,5,0.5,19.003124999999564,0.3058692834660248,0.5338354521829182,13.596874999998885
36,6,1.25,20.94166666666605,0.15240233290131458,0.6802820048592066,11.401041666666542
36,7,0.0,17.231249999999587,0.1865163858544714,0.4673743442294457,13.11041666666629
36,8,0.625,16.46770833333296,0.17378726161821884,0.5303068789828501,20.734374999999403
36,9,0.5,20.178124999999497,0.24104332531012773,0.5568622851381663,0.0
36,10,2.5,21.97083333333273,0.17364839844473245,0.6888974487517353,8.847395833332657
36,11,0.625,19.078124999999485,0.24192279207554157,0.5803549000765758,18.36666666666592
36,12,0.125,18.886458333332904,0.1968848361414553,0.4672856246802519,3.0729166666660452
36,13,0.75,14.269791666666439,0.19413071653397518,0.350396244184536,30.23958333333188
36,14,0.375,18.83854166666624,0.25627198666913537,0.4660967286650993,9.490624999999282
36,15,0.0,14.041666666666456,0.16647380114793556,0.36843042014178096,29.60572916666509
36,16,2.25,23.268749999999322,0.24687557859655618,0.6197935784631508,8.43645833333302
36,17,0.5,19.173958333332887,0.30748935382336606,0.5637244990071699,9.92812499999831
36,18,0.0,18.44166666666626,0.19232549527865211,0.6501629395067963,7.390624999999524
36,19,0.625,19.318749999999543,0.16246991297907795,0.4935975098414107,8.166666666666174
36,20,0.25,15.884374999999704,0.2100074060359193,0.38535628224216256,22.672916666665216
36,21,1.0,22.048958333332724,0.24152934641733018,0.6605037087688408,0.0
36,22,0.0,16.255208333333016,0.18325310127754119,0.3694548679279828,17.892187499998844
36,23,1.0,19.087499999999537,0.14513516015552674,0.6263490524199884,8.410937499999541
36,24,0.0,13.42812499999982,0.261826513608591,0.4186265769927944,32.58541666666455
36,25,0.875,16.763541666666335,0.3210748009627847,0.44548880610783315,20.24114583333186
36,26,1.125,15.730208333333081,0.1728152194038141,0.39791298581249673,22.25677083333181
36,27,0.5,16.949999999999598,0.22424088131827435,0.42450086585004787,16.68072916666639
36,28,0.125,18.376041666666264,0.20371227550453622,0.6075484371416296,10.405729166665552
36,29,1.625,18.81354166666612,0.07216256248842806,0.5335079672875859,30.824999999999356
36,30,0.0,18.45104166666626,0.2714312164413997,0.424215773569199,7.739583333332626
36,31,0.625,17.148958333332917,0.18341510831327534,0.39262325176081125,17.992187499999428
