generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
241,0,3.75,0.024208479911127567,6.894877822154751
241,1,1.0,0.01629327902240326,11.223470761620199
241,2,3.25,0.027402332901314573,10.125977971553636
241,3,2.25,0.02106091464543603,8.948275750872991
241,4,1.0,0.02536567302351416,11.156805169440831
241,5,1.0,0.0360581373819663,10.074620326208784
241,6,2.25,0.023653027217182005,9.259637072985868
241,7,2.75,0.02869838918718756,9.05259212288144
241,8,1.25,0.02726346972782818,9.49899828333978
241,9,2.75,0.03365117570820218,9.853378682361612
241,10,2.25,0.04054804665802629,10.389742745517294
241,11,3.25,0.020922051471949636,10.385103821095063
241,12,2.75,0.0019903721533049436,9.457449933827487
241,13,2.0,0.00791520088872431,9.810733646050942
241,14,1.25,0.01874652842066284,9.752199541805652
241,15,2.25,0.014210331420107386,9.602619014261023
