generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
11,0,0.5,35.60416666666521,0.31510368450286985,1.4589487665291125,45.62812499998863
11,1,1.5,39.764583333331665,0.1616135900759119,1.2433689566050814,49.69479166665525
11,2,1.125,45.00833333333142,0.3374837992964266,1.5972220454678157,40.86406249998656
11,3,0.875,42.572916666664895,0.26712645806332164,1.2699800974735465,40.43281249998658
11,4,1.25,45.00833333333142,0.2831651546009998,1.5493312879030812,40.3588541666536
11,5,0.625,40.27708333333169,0.17739770412886502,1.165352428608126,41.471874999986696
11,6,0.375,45.00833333333142,0.3946954267728198,1.2700494222765089,35.047395833318824
11,7,0.125,41.65104166666494,0.43952508794667655,1.535848025756067,41.7635416666538
11,8,1.0,45.00833333333142,0.5275874837992964,1.3225464494590258,45.54479166665445
11,9,1.125,40.347916666665014,0.12081096093316052,1.1555777317308056,41.23854166665346
11,10,0.625,41.87187499999827,0.2894139974078875,1.3334108600311894,38.088541666652965
11,11,1.75,42.9156249999982,0.3604887983706721,1.216860206601143,40.774999999987486
11,12,1.375,40.122916666665006,0.28744676911683026,1.2039441891905032,42.71458333332067
11,13,0.25,45.00833333333142,0.292214404739863,1.479049556904504,40.446874999986576
11,14,0.625,41.96666666666492,0.3460007406035919,1.5214371920870733,45.36302083332092
11,15,0.0,45.00833333333142,0.1159276059988891,1.4876289888462881,31.78749999998478
11,16,0.25,45.00833333333142,0.30209683391964454,1.6191211679668942,38.68593749998598
11,17,0.0,43.82708333333149,0.2869607480096279,1.3667196474432772,34.24270833331839
11,18,0.5,43.527083333331504,0.27684688020736903,1.3014454115111465,39.120833333321485
11,19,1.875,38.97708333333176,0.36375208294760225,1.0279976899683554,52.386458333322636
11,20,0.75,42.186458333331586,0.4071699685243474,1.7513154520973229,38.90729166665443
11,21,0.875,41.95729166666493,0.36645991483058693,1.5818084035637097,41.20520833331997
11,22,0.0,45.00833333333142,0.25069431586743196,1.7073893575120214,32.34791666665134
11,23,1.25,45.00833333333142,0.3067718940936863,1.1487348091091434,47.94791666665503
11,24,0.5,45.00833333333142,0.358938159600074,1.6377311164875001,38.84166666665277
11,25,0.375,43.90729166666482,0.21896408072579154,1.4852090407792466,34.447916666652134
11,26,0.125,45.00833333333142,0.34762081096093317,1.473246164912847,37.48749999998495
11,27,0.5,43.64687499999816,0.2661775597111646,1.4321813369132759,36.67812499998562
11,28,0.625,43.06770833333154,0.28163765969264953,1.3185460633048027,37.81770833332007
11,29,1.375,44.81666666666477,0.36055822995741527,1.504938307500487,39.84322916665355
11,30,1.375,43.21979166666486,0.27724032586558045,1.1782267043420311,44.686979166654346
11,31,0.625,45.00833333333142,0.1645528605813738,1.6183649744589137,39.160416666652864
