generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
94,0,0.0,0.0,1.7864789967955406,45.00833333333142,29.987499999985367
94,1,4.0,0.0,1.622339328399545,45.00833333333142,94.98749999999887
94,2,0.0,0.0,1.6872762227953417,45.00833333333142,31.27083333331826
94,3,1.0,0.0,1.7151029478304034,45.00833333333142,40.19999999998815
94,4,0.0,0.04369561192371783,1.7652592944728625,45.00833333333142,22.787499999986714
94,5,0.0,0.12516200703573413,1.8061068734139276,45.00833333333142,29.50416666665208
94,6,4.0,0.1579337159785225,1.7183323989442445,45.00833333333142,85.6958333333302
94,7,0.0,0.0,2.1372489381131143,45.00833333333142,31.03749999998501
94,8,0.0,0.05961858915015738,1.9653155474011885,45.00833333333142,31.987499999984685
94,9,1.0,0.015552675430475837,1.3589942531880572,45.00833333333142,73.07916666666056
94,10,1.0,0.05961858915015738,2.0262686430999604,45.00833333333142,32.00833333331883
94,11,0.0,0.015552675430475837,2.0500588838733185,45.00833333333142,31.820833333318074
94,12,1.0,0.0,1.9738379209651546,45.00833333333142,84.82083333331906
94,13,0.0,0.01740418441029439,1.6900039129269562,45.00833333333142,31.870833333318057
94,14,0.0,0.0,2.2534185327979905,45.00833333333142,26.704166666653073
94,15,0.0,0.01740418441029439,2.003631866597904,45.00833333333142,30.837499999985067
94,16,1.0,0.08461396037770783,2.1221763717700015,45.00833333333142,61.82083333332511
94,17,3.0,0.0,1.6539540902770595,45.00833333333142,95.08333333333222
94,18,1.0,0.08461396037770783,2.2988836105869472,45.00833333333142,63.708333333325996
94,19,1.0,0.0,1.814382640471438,45.00833333333142,73.53749999999403
94,20,1.0,0.0,1.1948425487729493,45.00833333333142,87.96666666666398
94,21,4.0,0.028142936493241993,1.4679154650417,45.00833333333142,98.73749999999971
94,22,2.0,0.028142936493241993,1.8451370498666586,45.00833333333142,99.16249999999981
94,23,2.0,0.0,1.3760369708239095,45.00833333333142,94.12499999999868
94,24,1.0,0.010368450286983891,1.764869496153198,45.00833333333142,68.8958333333263
94,25,0.0,0.010368450286983891,1.7046553714835762,45.00833333333142,26.437499999986283
94,26,0.0,0.0,1.6596574302796545,45.00833333333142,31.10416666665165
94,27,5.0,0.0,1.4590478912644245,45.00833333333142,95.1624999999989
94,28,0.0,0.02777263469727828,2.222398509120217,45.00833333333142,32.470833333317984
94,29,2.0,0.0,1.592499744892672,45.00833333333142,92.42916666665182
94,30,1.0,0.0,1.8076923126270321,45.00833333333142,41.29166666665428
94,31,0.0,0.02777263469727828,2.257509450223507,45.00833333333142,32.32083333331799
