generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
37,0,2.375,45.00833333333142,0.3774532493982595,1.5238666750376513,52.631249999989436
37,1,11.625,43.6552083333315,0.2735835956304388,1.1160600759219008,78.08906249999556
37,2,0.0,22.0083333333326,0.20681355304573226,0.6298013150697503,66.48437499999268
37,3,0.375,45.00833333333142,0.4130022218107758,1.1837778844027589,37.58749999998668
37,4,1.5,35.17395833333198,0.3315821144232549,0.9314988427777364,59.42031249999122
37,5,0.625,33.54999999999874,0.2515274949083503,0.9178440710641769,54.32499999998991
37,6,0.125,41.67604166666494,0.3708341047954083,1.2030071157277864,39.68281249998614
37,7,2.125,34.2687499999987,0.3364886132197741,1.0399633060535183,54.23593749999006
37,8,1.875,31.603124999998776,0.21269209405665618,0.743430398551858,59.84374999999052
37,9,1.875,33.12604166666529,0.19681540455471208,1.0733843486870929,65.15468749999253
37,10,0.75,26.13437499999901,0.26080818366969083,0.8178481741461242,65.3843749999923
37,11,0.75,26.80416666666579,0.1466163673393816,0.8364167332906504,64.90468749999242
37,12,2.125,29.203124999998803,0.23456304388076282,1.061792540825404,56.88906249999086
37,13,1.75,35.227083333331976,0.23342899463062394,1.0395128792848447,63.0203124999915
37,14,0.875,43.692708333331495,0.3729401962599519,1.1547038905389628,41.42812499998939
37,15,2.5,30.207291666665558,0.2763840029624144,1.0015300530195375,68.41406249999235
37,16,1.125,37.40729166666514,0.37421310868357716,0.9250090710763245,46.92031249998935
37,17,2.25,30.21458333333214,0.23083688205887798,0.9444628274747632,71.94218749999372
37,18,2.0,28.93333333333228,0.22801333086465467,0.9388766809825494,68.34062499999322
37,19,1.0,35.36562499999859,0.3959914830586928,0.9867338782786452,50.23437499998894
37,20,3.0,37.13124999999848,0.34981947787446765,1.0174009933106571,59.332812499990986
37,21,0.125,32.411458333332114,0.221509905573042,0.7237539846230063,50.26718749999044
37,22,0.375,31.073958333332136,0.18774301055360118,0.7772862426859031,56.14374999999008
37,23,0.125,32.27291666666548,0.13182743936308092,1.013884034355417,51.807812499989176
37,24,0.875,39.12499999999835,0.2817533790038882,1.2532221490941104,45.30937499999023
37,25,1.375,37.006249999998545,0.30452693945565634,1.0732352083702026,56.82343749998945
37,26,1.625,32.27812499999881,0.26814478800222186,1.016578871387953,52.98749999998976
37,27,2.375,39.44895833333166,0.29841695982225513,1.3703001847220289,48.114062499989025
37,28,0.625,39.383333333331734,0.35710979448250324,1.2026827939426663,39.10468749998772
37,29,4.125,33.79791666666534,0.23863636363636367,1.1141580642045643,74.27656249999359
37,30,2.5,29.433333333332303,0.2610627661544158,0.9057191236079474,60.887499999991306
37,31,0.75,32.078124999998806,0.34875486021107205,0.8998999691152229,58.834374999990914
