step,species,genotypeID,agentIndex,x,y,vx,vy,alive,msg0,msg1,receivedMessage0,receivedMessage1,move0,move1,nearestEnemyDist,nearestAllyDist,visibleEnemyCount,visibleAllyCount
0,predator,0,0,-12.752891540527344,13.997891426086426,-9.191589924739674e-06,1.165279172710143e-05,True,3.1616439819335938,8.89645767211914,0.0,0.0,-7.890851020812988,1.454028844833374,4.0,4.0,0,0
0,predator,1,1,-3.5749847888946533,-19.532657623291016,-9.191589924739674e-06,1.165279172710143e-05,True,6.118637561798096,8.247774124145508,0.0,0.0,-1.9320988655090332,-0.21430981159210205,4.0,4.0,0,0
0,predator,2,2,17.17945671081543,7.578423500061035,-9.191589924739674e-06,1.165279172710143e-05,True,2.043665647506714,5.6953444480896,0.0,0.0,0.004586696624755859,-1.8866081237792969,4.0,4.0,0,0
0,predator,3,3,10.285792350769043,-7.334541320800781,-9.191589924739674e-06,1.165279172710143e-05,True,0.03531646728515625,4.767793655395508,0.0,0.0,-0.4800398349761963,-4.364419937133789,4.0,4.0,0,0
0,prey,0,0,9.52987003326416,11.980298042297363,-6.829953781561926e-05,-2.3894801415735856e-05,True,-5.513956069946289,0.46395254135131836,0.0,0.0,2.676758050918579,0.41136306524276733,4.0,4.0,0,0
0,prey,1,1,-10.337074279785156,18.728302001953125,-6.829953781561926e-05,-2.3894801415735856e-05,True,-3.842763662338257,2.7025957107543945,0.0,0.0,3.581254482269287,-1.9672112464904785,4.0,4.0,0,0
0,prey,2,2,5.196444034576416,-18.504201889038086,-6.829953781561926e-05,-2.3894801415735856e-05,True,3.437150478363037,-4.826572895050049,0.0,0.0,2.9539260864257812,-2.9168944358825684,4.0,4.0,0,0
0,prey,3,3,0.04666789993643761,8.539055824279785,-6.829953781561926e-05,-2.3894801415735856e-05,True,6.31187629699707,-3.6586720943450928,0.0,0.0,-0.7248104810714722,0.2988879084587097,4.0,4.0,0,0
0,prey,4,4,0.9830484986305237,-2.7092435359954834,-6.829953781561926e-05,-2.3894801415735856e-05,True,6.406198978424072,-6.32077169418335,0.0,0.0,2.913715362548828,-3.482318162918091,4.0,4.0,0,0
0,prey,5,5,-10.606597900390625,-17.97461700439453,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.5762676000595093,0.6522248983383179,0.0,0.0,8.2626314163208,0.9341721534729004,4.0,4.0,0,0
0,prey,6,6,-2.4382965564727783,-14.431744575500488,-6.829953781561926e-05,-2.3894801415735856e-05,True,0.7795701026916504,-1.0649785995483398,0.0,0.0,1.946793794631958,0.9377791285514832,4.0,4.0,0,0
0,prey,7,7,8.519206047058105,-0.39775794744491577,-6.829953781561926e-05,-2.3894801415735856e-05,True,-5.094230651855469,1.9790496826171875,0.0,0.0,2.857133388519287,0.12842068076133728,4.0,4.0,0,0
0,prey,8,8,7.112603187561035,-14.486039161682129,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.4776397943496704,0.9066463708877563,0.0,0.0,-1.2765721082687378,-3.8866984844207764,4.0,2.7761645317077637,0,1
0,prey,9,9,3.555413007736206,10.879253387451172,-6.829953781561926e-05,-2.3894801415735856e-05,True,-1.1440956592559814,-4.18064546585083,0.0,0.0,6.160802841186523,2.0954699516296387,4.0,4.0,0,0
0,prey,10,10,-6.7185187339782715,12.113598823547363,-6.829953781561926e-05,-2.3894801415735856e-05,True,8.400243759155273,-4.93099308013916,0.0,0.0,1.1918792724609375,-4.077301025390625,4.0,4.0,0,0
0,prey,11,11,9.189814567565918,-16.32785415649414,-6.829953781561926e-05,-2.3894801415735856e-05,True,-1.267824649810791,2.6992440223693848,0.0,0.0,5.399926662445068,0.6171429753303528,4.0,2.7761645317077637,0,1
0,prey,12,12,-11.515462875366211,-7.289439678192139,-6.829953781561926e-05,-2.3894801415735856e-05,True,-2.9244906902313232,4.8293986320495605,0.0,0.0,4.81040620803833,-3.436528444290161,4.0,2.058880090713501,0,1
0,prey,13,13,-9.717247009277344,-6.286739826202393,-6.829953781561926e-05,-2.3894801415735856e-05,True,-0.15646743774414062,3.833547830581665,0.0,0.0,2.605649948120117,1.9012370109558105,4.0,2.058880090713501,0,1
0,prey,14,14,19.183303833007812,-7.745171546936035,-6.829953781561926e-05,-2.3894801415735856e-05,True,-1.954988956451416,-1.5014698505401611,0.0,0.0,4.877737045288086,4.577976226806641,4.0,4.0,0,0
0,prey,15,15,-6.101004600524902,-10.6146879196167,-6.829953781561926e-05,-2.3894801415735856e-05,True,1.9838991165161133,3.0856075286865234,0.0,0.0,6.026851177215576,-1.6038272380828857,4.0,4.0,0,0
1,predator,0,0,-12.753155708312988,13.99815559387207,-0.03172502666711807,0.031735558062791824,True,-3.5343775749206543,9.209415435791016,0.0,0.0,-10.55562686920166,3.9745683670043945,4.0,4.0,0,0
1,predator,1,1,-3.575230836868286,-19.532711029052734,-0.029516149312257767,-0.006311342120170593,True,5.772356986999512,8.749216079711914,0.0,0.0,-3.923419237136841,2.0838568210601807,4.0,4.0,0,0
1,predator,2,2,17.17945671081543,7.578179359436035,0.0001280292635783553,-0.02931351587176323,True,4.08207368850708,10.54025936126709,0.0,0.0,-9.964577674865723,-3.4589762687683105,4.0,4.0,0,0
1,predator,3,3,10.28567123413086,-7.334792137145996,-0.014467833563685417,-0.030120115727186203,True,7.171826362609863,9.751898765563965,0.0,0.0,-4.890951156616211,-1.7746801376342773,4.0,4.0,0,0
1,prey,0,0,9.530097961425781,11.980391502380371,0.0273743849247694,0.01126495748758316,True,-4.071249485015869,0.3719695210456848,-1.1440956592559814,-4.18064546585083,10.346771240234375,8.451184272766113,4.0,4.0,0,0
1,prey,1,1,-10.336831092834473,18.728059768676758,0.029183588922023773,-0.029214445501565933,True,-10.551163673400879,0.4193636476993561,0.0,0.0,8.43397045135498,2.999329090118408,4.0,4.0,0,0
1,prey,2,2,5.1966872215271,-18.504446029663086,0.029183588922023773,-0.029214445501565933,True,6.962363243103027,5.654587268829346,0.1049075722694397,1.8029451370239258,4.000288009643555,-1.0864086151123047,4.0,4.0,0,0
1,prey,3,3,0.04651907831430435,8.539116859436035,-0.017858441919088364,0.007378659211099148,True,-9.388696670532227,3.868260145187378,-1.1440956592559814,-4.18064546585083,8.867891311645508,3.6314282417297363,4.0,4.0,0,0
1,prey,4,4,0.983291745185852,-2.709486961364746,0.029183588922023773,-0.029214445501565933,True,-7.509413719177246,-4.12729024887085,0.0,0.0,4.023961067199707,5.781520366668701,4.0,4.0,0,0
1,prey,5,5,-10.606356620788574,-17.97439193725586,0.028963688760995865,0.027089720591902733,True,-6.632325649261475,-6.991508483886719,0.0,0.0,6.987504005432129,0.21180260181427002,4.0,4.0,0,0
1,prey,6,6,-2.4380550384521484,-14.431517601013184,0.028974441811442375,0.027204489335417747,True,-0.9749689102172852,0.8114006519317627,1.9838991165161133,3.0856075286865234,-3.0269229412078857,-2.6441876888275146,4.0,4.0,0,0
1,prey,7,7,8.519429206848145,-0.3977293074131012,0.026825906708836555,0.003435878548771143,True,-10.584200859069824,3.5348212718963623,0.0,0.0,7.7551589012146,1.8172292709350586,4.0,4.0,0,0
1,prey,8,8,7.112359046936035,-14.486283302307129,-0.02928365021944046,-0.0292510949075222,True,-1.5790566205978394,0.8487863540649414,1.084662914276123,-1.063664436340332,10.165464401245117,5.415738105773926,4.0,2.776263952255249,0,1
1,prey,9,9,3.5556559562683105,10.879496574401855,0.029157184064388275,0.029193753376603127,True,-3.5666840076446533,1.6613699197769165,0.3989601135253906,-1.5973597764968872,9.632247924804688,3.4698686599731445,4.0,4.0,0,0
1,prey,10,10,-6.718275547027588,12.113354682922363,0.029183588922023773,-0.029214445501565933,True,-3.784162998199463,-1.9737108945846558,0.0,0.0,4.459519386291504,3.448009729385376,4.0,4.0,0,0
1,prey,11,11,9.190048217773438,-16.327709197998047,0.027979116886854172,0.01728181540966034,True,-5.1880412101745605,-0.739703893661499,2.457395076751709,-1.959963321685791,4.283602714538574,1.7903332710266113,4.0,2.776263952255249,0,1
1,prey,12,12,-11.515219688415527,-7.289682865142822,0.029183588922023773,-0.029214445501565933,True,-0.158613920211792,-0.7065660953521729,0.9137158393859863,3.4595775604248047,-4.668981552124023,-1.4532166719436646,4.0,2.059117078781128,0,1
