generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
266,0,3.75,0.01874652842066284,8.167731894554363
266,1,2.75,0.016339566746898723,8.45233149767209
266,2,2.0,0.012451397889279762,8.751047868407825
266,3,2.25,0.037585632290316605,8.786347509652703
266,4,3.5,0.05531383077207925,7.274490392945018
266,5,1.25,0.03661359007591187,9.639058691245818
266,6,1.75,0.0474449176078504,8.82780623790363
266,7,4.25,0.02143121644139974,8.670020573278464
266,8,2.0,0.0263377152379189,8.239964984473234
266,9,2.5,0.01962599518607665,9.632898224233875
266,10,3.0,0.0452693945565636,8.021888793851518
266,11,3.5,0.02166265506387706,10.128091821550132
266,12,4.25,0.02689316793186447,9.0608772082674
266,13,3.5,0.0317070912793927,8.795937398417893
266,14,1.25,0.01981114608405851,9.295740610063406
266,15,3.0,0.02022773560451768,7.786035934596608
