generationNo,genotypeID,timeAlive,alive,groupingScore
210,0,39.82708333333167,0.6875,0.42640809865022494
210,1,38.05989583333178,0.5,0.3617313781036494
210,2,35.034895833331944,0.5,0.3395579903349441
210,3,35.37499999999855,0.5,0.21502666222296285
210,4,39.59635416666506,0.5625,0.5140184969171805
210,5,29.876041666665508,0.25,0.3128228628561906
210,6,30.695312499998824,0.375,0.27185052491251455
210,7,38.916666666665066,0.5625,0.36405390768205304
210,8,34.65989583333197,0.4375,0.3540764039326779
210,9,31.530208333332112,0.3125,0.29250333277787033
210,10,33.387499999998674,0.4375,0.30550116647225467
210,11,30.80885416666556,0.3125,0.3397246292284619
210,12,30.380729166665507,0.3125,0.4083902682886186
210,13,26.467708333332318,0.3125,0.23966838860189968
210,14,36.49999999999858,0.375,0.49930219963339445
210,15,42.48020833333156,0.5625,0.3579924179303449
