generationNo,genotypeID,timeAlive,alive,groupingScore
315,0,24.589062499999248,0.5,0.30375208283741967
315,1,25.809895833332476,0.5625,0.30163949059747674
315,2,20.899999999999405,0.375,0.24733694358486072
315,3,29.756249999998953,0.6875,0.42826112830278507
315,4,21.895312499999314,0.4375,0.2567989764341823
315,5,26.13333333333242,0.625,0.28887467269697686
315,6,22.706249999999308,0.4375,0.2504016900737919
315,7,25.803645833332446,0.5625,0.34212092358962154
315,8,23.0645833333326,0.3125,0.22987086407998095
315,9,23.202604166665882,0.5625,0.2750833134967865
315,10,24.82447916666586,0.4375,0.31958164722685073
315,11,30.526041666665577,0.6875,0.3562247084027613
315,12,20.913541666666042,0.3125,0.2660378481313973
315,13,28.360416666665667,0.625,0.35542132825517736
315,14,22.320833333332676,0.375,0.43339383480123783
315,15,23.664062499999297,0.375,0.32966853130207097
