generationNo,genotypeID,catches,teamHuntScore,meanNearestPreyDistance
290,0,1.75,0.014765784114052953,10.115979608704958
290,1,2.0,0.0516571005369376,7.747299257084421
290,2,4.5,0.03767820773930753,7.93605127201999
290,3,1.25,0.05975745232364377,6.0162821530280475
290,4,2.25,0.009072394001110904,10.164484986757772
290,5,3.25,0.011988520644325125,8.938927269001521
290,6,2.75,0.01143306795037956,7.840560870519271
290,7,1.5,0.015089798185521199,9.588784509247219
290,8,2.0,0.08877985558229957,6.383055107502159
290,9,2.75,0.04290872060729495,6.950430208158767
290,10,3.5,0.0930846139603777,6.336106675596475
290,11,2.5,0.03374375115719311,7.870232876651631
290,12,2.75,0.04036289576004444,8.843043111003984
290,13,2.25,0.0521662655063877,8.04725883851458
290,14,3.75,0.04938900203665987,8.238146708203264
290,15,2.0,0.03892797630068506,8.037220961751043
