generationNo,genotypeID,catches,teamHuntScore,meanCommMagnitude,timeAlive,finalEnergy
104,0,0.0,0.0072671727457878175,6.393854421433212,14.902083333333128,0.0
104,1,0.0,0.0,7.586561775964423,15.572916666666423,0.0
104,2,0.0,0.0,7.326966617054083,15.152083333333113,0.0
104,3,0.0,0.0072671727457878175,7.015795821104814,14.435416666666487,0.0
104,4,0.25,0.0,7.532842236065017,17.062499999999673,0.0
104,5,0.0,0.0,7.190472460976034,16.860416666666353,0.0
104,6,0.0,0.0,7.794483942483225,14.09999999999984,0.0
104,7,0.25,0.0,7.84128132308131,13.831249999999855,0.0
104,8,0.25,0.0,6.42558404684762,14.277083333333163,0.0
104,9,0.0,0.0,6.65876619898132,14.314583333333161,0.0
104,10,0.0,0.0,6.5149795126594015,13.45833333333321,0.0
104,11,0.0,0.0,6.764522656931238,13.349999999999882,0.0
104,12,0.25,0.0,7.381250612671107,16.0104166666664,0.0
104,13,0.0,0.0,7.24975825513352,14.135416666666504,0.0
104,14,0.0,0.0,7.599836463787464,14.485416666666485,0.0
104,15,0.25,0.0,6.944131217417649,13.829166666666522,0.0
