generationNo,genotypeID,foodEaten,timeAlive,groupingScore,meanCommMagnitude,finalEnergy
31,0,0.75,19.313541666666215,0.3574106646917238,0.36958365822998934,3.6848958333327175
31,1,1.0,19.01666666666623,0.24888909461210884,0.5357876199491942,14.120312499998757
31,2,0.375,13.205208333333166,0.19045084243658583,0.34801855515840396,37.87395833333101
31,3,0.25,18.223958333332885,0.2487733753008702,0.5429627923094877,10.281249999999748
31,4,0.125,17.827083333332965,0.2457878170709128,0.45507921648350247,12.090104166665869
31,5,0.0,18.793749999999573,0.336419181633031,0.44124864127039987,4.069791666666493
31,6,0.375,19.811458333332823,0.16577948528050362,0.6854033635305357,10.295833333332583
31,7,0.0,16.81249999999963,0.3253101277541196,0.4317935770324062,15.937499999999094
31,8,1.5,16.26458333333298,0.2987409738937234,0.3765138130703308,23.277604166665533
31,9,0.75,18.85416666666622,0.29795408257730055,0.5732303293252188,19.95833333333207
31,10,0.0,18.66666666666625,0.2671727457878171,0.4026468695444688,5.884374999999621
31,11,1.5,24.222916666665935,0.19889835215700796,0.4612291871584363,0.89843749999977
31,12,0.5,15.819791666666408,0.2767080170338826,0.2974719223877599,19.29427083333208
31,13,0.125,17.279166666666324,0.23928439177930017,0.3991747288524117,14.581770833332186
31,14,1.0,17.473958333332984,0.2534947231994075,0.44127519512843905,13.884895833332436
31,15,0.0,17.273958333332992,0.3634280688761341,0.49326129115385453,13.48854166666561
31,16,3.0,21.964583333332726,0.2803416034067765,0.5619306187127306,13.9276041666654
31,17,0.625,12.853124999999906,0.3591001666358082,0.3007055063304502,36.58281249999766
31,18,1.75,19.186458333332887,0.3260738752082948,0.4999720289952497,15.496354166665553
31,19,1.0,23.116666666665992,0.1405295315682281,0.768820982664538,0.0
31,20,0.75,20.05416666666617,0.11657563414182559,0.6111838997532578,0.0
31,21,0.375,17.22291666666633,0.20475374930568413,0.4139560883633008,11.630729166665905
31,22,0.5,18.971874999999564,0.2629605628587299,0.5244118025727464,9.474999999998854
31,23,0.875,20.04374999999945,0.0700796148861322,0.5556209645899821,10.36458333333309
31,24,0.0,17.86770833333296,0.18380855397148677,0.6216755454095523,9.67604166666601
31,25,0.625,18.74479166666624,0.14712553230883169,0.6341373562551393,6.648958333332729
31,26,0.75,11.58749999999992,0.21991297907794854,0.2588734669677073,40.32343749999811
31,27,0.25,18.769791666666244,0.3619237178300315,0.43799639739749,11.354166666666021
31,28,1.625,12.956249999999828,0.189224217737456,0.36836502796797355,38.726562499998195
31,29,0.75,17.074999999999672,0.17698111460840585,0.48319522859026864,17.129687499998745
31,30,0.125,15.84583333333296,0.15610535086095167,0.43803811264033815,20.631770833332837
31,31,0.0,16.318749999999717,0.12752268098500277,0.2697866000107479,18.401041666665176
